REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,MEASURE_ID,MEASURE_NAME,MEASURE_VALUE,month,year,high_demand
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,B,Irish,MHS01,People in contact with services at the end of the reporting period,9992,1,2022,0
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,C,Any other White background,MHS01,People in contact with services at the end of the reporting period,61417,1,2022,1
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,D,White and Black Caribbean,MHS01,People in contact with services at the end of the reporting period,14588,1,2022,0
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,E,White and Black African,MHS01,People in contact with services at the end of the reporting period,5473,1,2022,0
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,F,White and Asian,MHS01,People in contact with services at the end of the reporting period,7945,1,2022,0
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,G,Any other mixed background,MHS01,People in contact with services at the end of the reporting period,31835,1,2022,1
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,H,Indian,MHS01,People in contact with services at the end of the reporting period,21811,1,2022,1
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,J,Pakistani,MHS01,People in contact with services at the end of the reporting period,25519,1,2022,1
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,K,Bangladeshi,MHS01,People in contact with services at the end of the reporting period,10271,1,2022,0
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,L,Any other Asian background,MHS01,People in contact with services at the end of the reporting period,17896,1,2022,0
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,M,Caribbean,MHS01,People in contact with services at the end of the reporting period,19643,1,2022,0
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,N,African,MHS01,People in contact with services at the end of the reporting period,21493,1,2022,1
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,P,Any other Black background,MHS01,People in contact with services at the end of the reporting period,15793,1,2022,0
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,R,Chinese,MHS01,People in contact with services at the end of the reporting period,3522,1,2022,0
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,S,Any other ethnic group,MHS01,People in contact with services at the end of the reporting period,37379,1,2022,1
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,45380,1,2022,1
2022-01-05,31/05/2022,Final,England; Ethnicity,England,England,Z,Not stated,MHS01,People in contact with services at the end of the reporting period,151295,1,2022,1
2022-01-05,31/05/2022,Final,England; Gender,England,England,1,Male (including trans man),MHS01,People in contact with services at the end of the reporting period,740759,1,2022,1
2022-01-05,31/05/2022,Final,England; Gender,England,England,2,Female (including trans woman),MHS01,People in contact with services at the end of the reporting period,853402,1,2022,1
2022-01-05,31/05/2022,Final,England; Gender,England,England,3,Non-binary,MHS01,People in contact with services at the end of the reporting period,1878,1,2022,0
2022-01-05,31/05/2022,Final,England; Gender,England,England,4,Other (not listed),MHS01,People in contact with services at the end of the reporting period,857,1,2022,0
2022-01-05,31/05/2022,Final,England; Gender,England,England,9,Indeterminate (unable to be classified as either male or female),MHS01,People in contact with services at the end of the reporting period,1283,1,2022,0
2022-01-05,31/05/2022,Final,England; Gender,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,14816,1,2022,1
2022-01-05,31/05/2022,Final,England; IMD Decile,England,England,01 Most deprived,01 Most deprived,MHS01,People in contact with services at the end of the reporting period,235237,1,2022,1
2022-01-05,31/05/2022,Final,England; IMD Decile,England,England,02 More deprived,02 More deprived,MHS01,People in contact with services at the end of the reporting period,206313,1,2022,1
2022-01-05,31/05/2022,Final,England; IMD Decile,England,England,03 More deprived,03 More deprived,MHS01,People in contact with services at the end of the reporting period,189596,1,2022,1
2022-01-05,31/05/2022,Final,England; IMD Decile,England,England,04 More deprived,04 More deprived,MHS01,People in contact with services at the end of the reporting period,169053,1,2022,1
2022-01-05,31/05/2022,Final,England; IMD Decile,England,England,05 More deprived,05 More deprived,MHS01,People in contact with services at the end of the reporting period,153045,1,2022,1
2022-01-05,31/05/2022,Final,England; IMD Decile,England,England,06 Less deprived,06 Less deprived,MHS01,People in contact with services at the end of the reporting period,143216,1,2022,0
2022-01-05,31/05/2022,Final,England; IMD Decile,England,England,07 Less deprived,07 Less deprived,MHS01,People in contact with services at the end of the reporting period,132171,1,2022,0
2022-01-05,31/05/2022,Final,England; IMD Decile,England,England,08 Less deprived,08 Less deprived,MHS01,People in contact with services at the end of the reporting period,125335,1,2022,0
2022-01-05,31/05/2022,Final,England; IMD Decile,England,England,09 Less deprived,09 Less deprived,MHS01,People in contact with services at the end of the reporting period,117119,1,2022,0
2022-01-05,31/05/2022,Final,England; IMD Decile,England,England,10 Least deprived,10 Least deprived,MHS01,People in contact with services at the end of the reporting period,108315,1,2022,0
2022-01-05,31/05/2022,Final,England; IMD Decile,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,33595,1,2022,0
2022-01-05,31/05/2022,Final,England; Sexual Orientation,England,England,Asexual (not sexually attracted to either gender),Asexual (not sexually attracted to either gender),MHS01,People in contact with services at the end of the reporting period,1030,1,2022,0
2022-01-05,31/05/2022,Final,England; Sexual Orientation,England,England,Bisexual,Bisexual,MHS01,People in contact with services at the end of the reporting period,6934,1,2022,0
2022-01-05,31/05/2022,Final,England; Sexual Orientation,England,England,Gay or Lesbian,Gay or Lesbian,MHS01,People in contact with services at the end of the reporting period,3964,1,2022,0
2022-01-05,31/05/2022,Final,England; Sexual Orientation,England,England,Heterosexual or Straight,Heterosexual or Straight,MHS01,People in contact with services at the end of the reporting period,197740,1,2022,1
2022-01-05,31/05/2022,Final,England; Sexual Orientation,England,England,Not Stated (Person asked but declined to provide a response),Not Stated (Person asked but declined to provide a response),MHS01,People in contact with services at the end of the reporting period,30863,1,2022,1
2022-01-05,31/05/2022,Final,England; Sexual Orientation,England,England,Not known (not recorded),Not known (not recorded),MHS01,People in contact with services at the end of the reporting period,179236,1,2022,1
2022-01-05,31/05/2022,Final,England; Sexual Orientation,England,England,Person asked and does not know or is not sure,Person asked and does not know or is not sure,MHS01,People in contact with services at the end of the reporting period,2718,1,2022,0
2022-01-05,31/05/2022,Final,England; Sexual Orientation,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1190560,1,2022,1
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,1,Owner occupier,MHS01,People in contact with services at the end of the reporting period,95842,1,2022,1
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,2,Tenant - Local Authority/Arms Length Management Organisation/registered social housing provider,MHS01,People in contact with services at the end of the reporting period,52425,1,2022,1
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,3,Tenant - private landlord,MHS01,People in contact with services at the end of the reporting period,25164,1,2022,1
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,4,Living with family,MHS01,People in contact with services at the end of the reporting period,56989,1,2022,1
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,5,Living with friends,MHS01,People in contact with services at the end of the reporting period,16734,1,2022,1
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,6,University or College accommodation,MHS01,People in contact with services at the end of the reporting period,1221,1,2022,0
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,7,ACCOMMODATION tied to job (including Armed Forces),MHS01,People in contact with services at the end of the reporting period,125,1,2022,0
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,8,Mobile ACCOMMODATION,MHS01,People in contact with services at the end of the reporting period,215,1,2022,0
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,9,Care Home Services without Nursing,MHS01,People in contact with services at the end of the reporting period,8360,1,2022,1
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,10,Care Home Services with Nursing,MHS01,People in contact with services at the end of the reporting period,8535,1,2022,1
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,11,Specialist Housing (with suitable adaptations to meet impairment needs and support to live independently),MHS01,People in contact with services at the end of the reporting period,14169,1,2022,1
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,12,Rough sleeper,MHS01,People in contact with services at the end of the reporting period,1589,1,2022,0
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,13,Squatting,MHS01,People in contact with services at the end of the reporting period,471,1,2022,0
2022-01-06,30/06/2022,Final,England; Accommodation Type,England,England,14,Sofa surfing (sleeps on different friends floor each night),MHS01,People in contact with services at the end of the reporting period,629,1,2022,0
